名称,UP主,IP地址,视频摘要,网站,时间,观看次数,点赞数,收藏数,投币数,转发数
1分钟饭局细节看穿妻妾争斗！老爷凭什么掌控陈家后宅？10万字逐帧解读《大红灯笼高高挂》③,追娘娘特别肝,河南,从妻妾宅斗看封建社会,https://b23.tv/BV1pc41117av,2023.12.25,1220084,71741,12281,12230,1504
韩国中学历史教科书测评,衣戈猜想,北京,从韩国历史教科书看韩国历史起源,https://b23.tv/BV1Ai4y1Y7Sc,2023.12.25,2812154,180575,46200,77093,16697
这座城市，咋把坦克摆出来当玩具？！,虎牙青年Plus,新疆,包头的土特产是坦克？,https://b23.tv/BV1jC4y1M7Ui,2023.12.25,5710575,265930,81847,20420,11327
一口气24小时看完《绝命毒师》+《续命之徒》（含彩蛋、色彩、音乐解读）【墨菲】,绝命墨菲,北京,可能是最好的《绝命毒师》解说,https://b23.tv/BV1QN4y1B7Xu,2023.12.25,3333447,127814,130315,127697,18893
我很想帮你戒烟，因为…,好奇艾瑞,广东,为什么要戒烟？,https://b23.tv/BV1QK411t7Z1,2023.12.25,5395860,192724,65378,4944,19405
高中生识曲大赛「电子游戏」专题，奖品居然是……,新世代爱迪,广东,一代游戏一代神,https://b23.tv/BV14b4y137Jo,2023.12.25,9012861,136242,109484,29730,8952
高燃预警！天依战斗力MAX！！洛天依X潘婷首度合作新年动画《奇迹驯龙少女》,洛天依,上海,全新洛天依奇迹驯龙动画微电影,https://b23.tv/BV1zQ4y1E72t,2023.12.25,1112119,39518,5731,6055,1972
《明日方舟》EP - (Believed Believes) Believing,明日方舟,上海,精英干员厨狂喜,https://b23.tv/BV1QQ4y1E73r,2023.12.25,1318353,118608,44178,56551,11218
b 站 热 度 年 度 总 结 ☆【年度套娃2023】,高坂大芥末,北京,每年必看的热梗总结来啦,https://b23.tv/BV1BN411G7yd,2023.12.18,4180089,616672,200418,338204,73756
羊村第三季（2）,小潮院长,上海,某幻录制期间公然睡觉？小傲的寻龙尺找到伴啦,https://b23.tv/BV15a4y1r7te,2023.12.18,13869393,735803,300797,611256,17492
一 名 医 生 决 定 帮 病 人 有 尊 严 地 死 ！,导演小策,山东,感谢策导带我们用心感受生命的意义,https://b23.tv/BV1Ru4y1J7Ee,2023.12.18,3034022,365589,121911,412567,46893
“非 自 然 死 亡”,星雨Starrain,四川,让人眼前一亮的MC剪辑,https://b23.tv/BV1nC4y1u7aA,2023.12.18,10839604,787606,307036,222093,10429
争议最大的上古帝王 | 建国还是窃国？,木鱼水心,北京,从公天下到家天下的一段王朝变更,https://b23.tv/BV1Uu4y1K7xi,2023.12.18,3181135,233666,66670,166502,4137
【传染病系列17】从私处溃烂到精神分裂，梅毒是如何从肉体和精神上瓦解你的,神奇菌汤锅,四川,了解疾病是预防疾病的第一步,https://b23.tv/BV1Ec411y7kW,2023.12.18,5798811,268820,90210,106645,36077
《原神》角色演示-「娜维娅：非官方追缉」,原神,上海,娜宝来了！,https://b23.tv/BV1pG411Y7Jv,2023.12.18,3183296,240799,52395,86639,37554
太震撼了！我做了一片可以吃的荷塘！！,绵羊料理,上海,做一池子非遗仿真面点,https://b23.tv/BV1vG411a7Qd,2023.12.18,7468489,448157,76371,274668,8324
韩国最臭食物给我们哥仨吃懵了…,中国BOY超级大猩猩,上海,哥仨挑战韩国魟鱼,https://b23.tv/BV12p4y1o7h6,2023.12.18,3512891,232334,42296,78734,12325
《海王2》看完我只想说，DC电影宇宙，一路走好,努力的Lorre,北京,补拍重拍很多次的《海王2》口碑如何,https://b23.tv/BV1Ac41117nW,2023.12.18,2742854,100852,7217,4400,7473
我宣布！这是我2023年最成功的整蛊！！！,宝剑嫂,浙江,笑到停不下来的整蛊！,https://b23.tv/BV1Jw411475y,2023.12.18,2658041,152209,10957,35356,6275
【圣诞星 | 官方MV 】周杰伦 如果 宇宙中有我这么一颗『星』我会希望是 你 发现 我,杰威尔音乐,中国台湾,周杰伦发新歌啦！,https://b23.tv/BV1Dg4y1C7wq,2023.12.18,8988515,397604,138740,218864,152990
【毕导】这可能是世界上唯一科普这种皱纹的视频……？,毕导,北京,汤上面的结着那层膜到底是怎么产生的？,https://b23.tv/BV1Fj411H7Xi,2023.12.18,2567452,202908,34038,70805,7204
一口气了解全球游戏产业 | 为什么最近各大科技巨头纷纷入局？,小Lin说,北京,俯瞰全球游戏行业布局,https://b23.tv/BV1Qb4y1G7vY,2023.12.18,2640881,118864,40246,57564,20464
千万别把哈密瓜直接放在土壤上，不然它们就会这样生长！,种植记,广东,在家也能种哈密瓜,https://b23.tv/BV1bG411e726,2023.12.18,11752693,341917,138041,16751,6734
“变身，比你想象的还要帅”,ChenGeJi,广东,奥特曼变身，这简直帅爆了,https://b23.tv/BV1ga4y1k7he,2023.12.18,9793965,318421,168886,86374,15226
在零下8度的大雪中跳舞能有多美？,紫颜-小仙紫,浙江,雪中起舞,https://b23.tv/BV1cC4y1Q7Y3,2023.12.18,1934559,138079,33819,73556,6120
对话，陈奕迅！！！！！！,狂阿弥_,广东,梦幻联动！一起聊聊Eason的新专辑,https://b23.tv/BV1Vc411y7nm,2023.12.18,2031814,150372,42572,94552,24345
【2023年度弹幕】很喜欢B站用户的一句话：___,哔哩哔哩弹幕网,上海,是什么词让B站用户一年发送量超1320万次？,https://b23.tv/BV17c411S7xR,2023.12.18,2676634,114810,15929,9859,22010
【阿斗】根据贵州真实案件改编！历时3年，剧本改了26稿，这部国产黑马悬疑喜剧全是名场面！《追凶者也》,阿斗归来了,湖北,来看五星杀手,https://b23.tv/BV1jN4y1h7Yj,2023.12.18,8603186,180006,48997,37783,6801
牛骨麻将2,归乡人山白,湖南,用牛骨做一幅麻将,https://b23.tv/BV18e411k71U,2023.12.18,2272858,309083,18680,102475,4987
一场“很烧”的神秘聚会，背后真相竟令人暖心…？,鬼叔黍,广东,火影高能整活,https://b23.tv/BV1mK411b7PK,2023.12.18,1315080,84713,14463,20582,1569
2023演技大赏：烂得花样百出！明年可别再这么演了！,话很多的小姐姐们,重庆,年度演技大赏,https://b23.tv/BV1xc411m7x2,2023.12.18,8193527,346871,65058,107704,178055
我们造了一台能飞的自行车，科幻进入现实【硬核改装】,魔界造物,江西,能上天的自行车,https://b23.tv/BV1Qg4y1Z71S,2023.12.18,10399141,451672,167001,214492,9769
一眼看完1000年欧洲史，人类永远也无法知道的答案！ 我们到底应如何面对这样的未知？,青蛙刀圣1993,广东,极简而清晰的欧洲史,https://b23.tv/BV1tu4y1K7a1,2023.12.18,999718,49701,28336,30391,3298
咱爹咱妈的爱情故事之豆角情缘,大瑶同学remix,吉林,咱爹咱妈真甜,https://b23.tv/BV1HC4y1g72e,2023.12.18,1744572,245687,10654,20533,3918
“挥棒的那一刻，艺术已成”,wrizedm,北京,千古的爽文，万年的名著,https://b23.tv/BV1Xj411n7ZF,2023.12.18,5838098,371408,117638,50259,4864
我买了世界上最特别的子弹！竟然是塑料材质！据说性能超强？！,老李船长,美国,见过这么贵的聚合物外壳子弹吗？,https://b23.tv/BV16N411V7xi,2023.12.18,9952549,181191,180284,53568,2158
当你阅尽千帆，是否还能遇见，痴痴等你的少年。,楠瓜情绪记录仪,广东,原来真的有人能够出囗成章,https://b23.tv/BV1w64y1W7zL,2023.12.18,4180728,287484,114867,191649,47570
【星铁丨真理医生】“吾爱吾师，但吾更爱真理”,司墨尧smile,天津,赛博义父出现了,https://b23.tv/BV1xe411k7K3,2023.12.18,2230133,165709,68586,42151,14230
【北京欢迎你】这是一首来自五湖四海的新年祝福,秋陌_Cheyenne,北京,15年后再听依然感动,https://b23.tv/BV1uc411o7tw,2023.12.18,4828739,559369,226105,108102,16558
【塞尔达】那些超乎你想象力的离谱游戏玩法！,波克楠楠,江苏,在塞尔达做一辆能爬墙的越野车,https://b23.tv/BV1iK411b7kv,2023.12.18,2602585,152990,27946,22811,8139
九厨狂喜！耗时半年联动B站UP主，只为实现年少时的武侠梦！,剑客范十三,四川,小时候的武侠梦现在终于实现啦,https://b23.tv/BV1Lc41127qv,2023.12.18,1163239,89128,22489,17964,1054
如果波风水门是异世界救世主的话................,-夏秋冬-,未知,波风水门：纵横宇宙,https://b23.tv/BV1S94y1E7an,2023.12.18,1923190,130703,61066,41922,13309
【圆子】素人改造 | 给22岁小女孩圆童年芭比梦！,爱黏人的圆子哔___,江苏,神级改造！,https://b23.tv/BV1Du4y1H77s,2023.12.18,4015361,12282,15734,5287,157
“此刻 如蝶般舞蹈”《蝶变(Butterfly)》【洛天依X索尼音乐原创曲MV】,洛天依,上海,洛天依新曲来啦,https://b23.tv/BV1Dg4y1Z71M,2023.12.18,630130,82938,27346,23447,2899
肥皂之死~~【COD动画片】,越with霓虹鸡,北京,节奏舒服，分镜有趣！审美高级的动画手书,https://b23.tv/BV1kc41127ZN,2023.12.18,1261723,132664,50591,50196,16821
走自己的路，撑自己的伞,韩波格_,安徽,《伞 哥 传》,https://b23.tv/BV1N94y1P7WE,2023.12.18,3594206,573708,56648,27915,23835
心情不好？看这个视频就够了。,能量加油站,上海,如何应对焦虑情绪,https://b23.tv/BV1dc411y7KC,2023.12.18,469992,13653,8930,2591,1431
火柴人 VS 物理 (Physics),火柴人AlanBecker,北京,看火柴人坐杀物理学！最”云里物理“的动画出现了,https://b23.tv/BV1cG411e75o,2023.12.11,12563455,954129,672786,661539,178788
羊村第三季（1）,小潮院长,上海,一年一度的羊村系列来啦！某幻惊喜现身,https://b23.tv/BV1vj411W7HY,2023.12.11,21653739,944482,497644,796194,41615
《黑神话：悟空》发售日预告 | 2024.8.20，直面天命,黑神话悟空,浙江,《黑神话：悟空》全新剧情宣传片,https://b23.tv/BV1SQ4y1V7do,2023.12.11,10735446,732260,166800,590505,319178
充钱才能救爷爷？花3000块能让葫芦娃上小学？,南原不圆,福建,葫芦娃也有手游？,https://b23.tv/BV1qg4y1y7Da,2023.12.11,6512437,431904,57481,171155,14360
本来还挺喜欢原神的...,风刃不争风,山东,UP用心了,https://b23.tv/BV12j41157hJ,2023.12.11,4990705,595567,193443,230199,106344
原来大家都是可爱的普通人呀,何大爷课堂,福建,艺术可以来自于意外，也可以来自于灵感,https://b23.tv/BV1764y1L7u4,2023.12.11,7593798,927296,109710,38684,8429
克格勃是怎么消失的？【神奇组织13】,小约翰可汗,江苏,俄罗斯对外情报局是怎么消失的,https://b23.tv/BV1gG411i7fJ,2023.12.11,6503132,326842,61064,138271,11522
《原神》娜维娅角色PV——「特邀嘉宾」,原神,上海,在娜维娅心中，快乐是要靠自己的双手去争取的,https://b23.tv/BV1hu4y1T7wz,2023.12.11,2816761,214508,34778,60869,21840
《当代华佗，但是屑荧》,河野华,上海,当代华佗翠翠在线整活,https://b23.tv/BV12c411U7v9,2023.12.11,7163247,237065,162068,31633,5209
迄今为止我做的最大规模的手工,手工耿,河北,手工耿自制元梦之星地图,https://b23.tv/BV1ow411t734,2023.12.11,5134066,290244,25301,68254,8765
《甄嬛传》之甄嬛的一生 (中),惊奇动物园oopspark,陕西,甄嬛的一生动画版,https://b23.tv/BV1Cc411D7fS,2023.12.11,2646711,264667,47877,65369,28774
你们以为的奢侈品其实我们每个人都用过！,南翔不爱吃饭,江苏,你见过防虫防蛀、百年不腐的奢侈品吗？,https://b23.tv/BV1gN41157W9,2023.12.11,4990950,311268,67537,165707,3747
紧张！我去给华晨宇当演唱会助理了！！,塑料叉FOKU,上海,给明星当助理是什么体验,https://b23.tv/BV11e411k7hh,2023.12.11,1475390,88218,28919,51211,11870
🌹感 受 纯 美🌹,饭帅,上海,景元：这仙舟没法待下去了,https://b23.tv/BV17j411L74d,2023.12.11,4144036,443554,149795,91403,76299
「原梦冒险团-蜀中行」第一集（上）使命必达，但是摩拉留下！,提瓦特整活频道,上海,原梦冒险团勇闯蜀中！综艺效果拉满,https://b23.tv/BV19e411o7rY,2023.12.11,2494903,64890,20588,17101,4649
【2023LPL全明星周末】团聚日-群星闪耀时返场秀,哔哩哔哩英雄联盟赛事,上海,iG五人组合体，仁川故事的圆满落幕,https://b23.tv/BV1Ca4y1d7zx,2023.12.11,1509428,63462,33668,56912,12955
《新闻女王》但是男大版,小叮当的伙伴们,广东,演技遥遥领先,https://b23.tv/BV1nc411D7px,2023.12.11,822817,62293,8108,21956,13057
2023 热 梗 年 度 总 结 ！！！,三十六贱笑,浙江,3分钟的视频30多个梗,https://b23.tv/BV13u4y1374m,2023.12.11,2805932,240796,38822,100268,7226
大学生颂莲为何非做妾不可？旧社会女性的职业困境！10万字逐帧解读《大红灯笼高高挂》①,追娘娘特别肝,河南,从电影看时代，从时代看电影,https://b23.tv/BV1gc411q7RY,2023.12.11,1459552,105320,21864,19255,3649
抛绣球,脱缰凯Kk,辽宁,击 鼓 传 花,https://b23.tv/BV1Zc41117uW,2023.12.11,8472142,296333,62986,16777,2793
妈妈60大寿一起出cos，结果惊呆了？！,vamoko,上海,和妈妈一起cos约尔和阿尼亚,https://b23.tv/BV1Mw411t7xc,2023.12.11,3170454,169523,38286,21575,9895
探秘全世界最穷国家，每天收入才10元？ 吃的也太炸裂！！,Meetfood觅食,陕西,人均日收入10元的国家每天都在吃什么？,https://b23.tv/BV1T94y1N72y,2023.12.11,9399668,332802,135178,195042,5048
爆肝40天手绘阿加莎·克里斯蒂《无人生还》古典推理不朽名作（上）,绽放的金针菇,山西,当《无人生还》遇上锈湖风！,https://b23.tv/BV13b4y1j7Gv,2023.12.11,1340810,76436,49003,35396,7293
《崩坏：星穹铁道》TGA参选视频：「常看常新的故事」,崩坏星穹铁道,上海,恭喜星铁TGA获奖！,https://b23.tv/BV1qb4y1L7mD,2023.12.11,2902213,227974,33317,58987,37839
还 有 谁,黄正极,广东,临摹《清明上河图》,https://b23.tv/BV1Tc41127uV,2023.12.11,2771852,428033,57381,173884,4004
【十大产业】中国造船业：从寒冬中走来的制造业长子,温竣岩,重庆,中国造船业科普，总时长两小时的超重磅诚意之作！,https://b23.tv/BV1RN41157MW,2023.12.11,1462221,155543,78990,219466,19305
【STN快报第七季38】2077年，夜之城的地铁被评为全美最文明地铁,STN工作室,上海,游戏界好消息扎堆出现！,https://b23.tv/BV1rC4y1X77R,2023.12.11,2231890,148766,17743,51339,2810
【高燃】这烈火刀法竟然不是特效！,含亮老师,甘肃,好震撼的烈火刀法！武侠小说情节真实上演,https://b23.tv/BV13u4y1H7C1,2023.12.11,2141924,180472,41602,43186,16325
佛是虫化，八戒大难《黑神话：悟空》TGA宣传片剧情解析之贰,龙崎棒棒糖,上海,黑神话宣传片剧情解析,https://b23.tv/BV1Be411y7fQ,2023.12.11,1939990,69630,10476,20527,2060
每天一遍，快乐再现！,倒悬的橘子,河北,我们一起学猫叫，一起嗷嗷嗷嗷嗷~,https://b23.tv/BV1SC4y1F7Vj,2023.12.11,1990118,178670,25160,18854,16725
你 们 为 何 不 避,快乐阿依,四川,因为不怕（doge,https://b23.tv/BV1Pc41127z8,2023.12.11,4361710,326160,62029,28425,24863
开挂≠会赢！全网没有第二个这样的视频 在决赛中击败暴力秒人挂,EdmundDZhang,上海,坚持打下去，不要中途放弃每一场比赛,https://b23.tv/BV1ti4y1Y7rC,2023.12.11,1242315,138103,20035,53412,8944
肯德基你欺人太甚！！！,黑猫厨房,福建,复刻肯德基黑芝麻蛋挞,https://b23.tv/BV16C4y1D7gr,2023.12.11,3843074,111321,11404,23881,4117
回忆篇之咱爹咱妈的爱情故事,大瑶同学remix,吉林,当代父母爱情！好甜好甜,https://b23.tv/BV1J64y1V7fP,2023.12.11,2587112,338151,19994,26580,11721
白学起源？扳机社的起点！10年前的观众在看什么动画？「新番时光机2013年10月篇」泛式,泛式,上海,情怀爆棚的一期！,https://b23.tv/BV1Cu4y1G75d,2023.12.11,1992030,205092,45297,128724,9062
没梗、没瓜、没段子，陈思诚这次真没活了？聊聊《三大队》【以片概全】,小片片说大片,北京,没有反转，但依旧是年末电影届的黑马,https://b23.tv/BV17e411k7hG,2023.12.11,3674053,65917,9212,6196,5196
三十万之一，南京南京,朵朵花林,浙江,永不忘记,https://b23.tv/BV1QQ4y1G7ck,2023.12.11,1024001,216963,30320,95421,5141
科技是怎样影响小孩的？,粤知一二,广东,太真实了,https://b23.tv/BV1M34y1F7gt,2023.12.11,5996140,259505,26093,4469,1729
两个让人下头的聊天逻辑谬误，有的人用了一辈子【T酱说心理】,爱你的T酱,浙江,社交中极为重要的两个沟通错误,https://b23.tv/BV1VN4y1h73X,2023.12.11,1125548,97087,67648,57990,22792
在中缅边境，我亲身经历了一场魔幻旅途,平圆方中Lebannen,上海,中缅边境的小朋友都在什么样的环境下长大？,https://b23.tv/BV1Ye411o7m2,2023.12.11,3836860,258822,60913,240473,6700
想必阁下就是魔鬼筋肉人吧,马哥巨离谱,广东,好丝滑的剧情,https://b23.tv/BV1Pb4y157ah,2023.12.11,2020229,141152,9695,40735,4286
王老菊教你忠诚,怕上火暴王老菊,上海,时长惊人,https://b23.tv/BV1rg4y1Z7uT,2023.12.11,1469583,59213,15242,44300,3500
中国还有多少好东西是你没见过的？,南翔不爱吃饭,江苏,最默默无闻的一项非遗技术——漆器,https://b23.tv/BV11u4y1c75p,2023.12.04,28689754,1060572,273212,326947,14855
【IGN】《GTA6》首个预告,IGN中国,广东,GTA6真的要来了！,https://b23.tv/BV1tb4y1L7yA,2023.12.04,9821923,474448,135494,227506,376575
《 地 府 最 强 销 冠 》,芦苇十三少,福建,画风新颖，剧情流畅！,https://b23.tv/BV1gc411Q76P,2023.12.04,14377766,448749,331783,405656,13782
为什么一直挺胸抬头是错误的！,帅soserious,美国,抬头挺胸是正确的体态吗,https://b23.tv/BV1gQ4y1V78R,2023.12.04,5476646,226176,185631,90301,28734
《绝区零》妮可角色展示 | 当生意来敲门,绝区零,上海,妮可老大来咯,https://b23.tv/BV1uu4y1L7rg,2023.12.04,5204059,463430,112326,540169,41531
